1.150000000000000000e+02,-7.104892700000000616e+01,4.237833799999999940e+01,2.369819879429495657e+01
1.160000000000000000e+02,-7.106984900000000493e+01,4.235605200000000536e+01,7.571895054737635355e+00
1.170000000000000000e+02,-7.105298399999999504e+01,4.235850800000000049e+01,1.030679867986798648e+01
1.200000000000000000e+02,-7.111564500000000066e+01,4.230946699999999794e+01,3.011427648578811400e+01
1.210000000000000000e+02,-7.111417500000000302e+01,4.231309000000000253e+01,2.549470588235294599e+01
1.220000000000000000e+02,-7.111083299999999952e+01,4.232099799999999590e+01,1.719545454545454533e+01
1.240000000000000000e+02,-7.110734100000000524e+01,4.231057899999999705e+01,2.213169934640523095e+01
1.260000000000000000e+02,-7.113493000000001132e+01,4.233933499999999839e+01,3.919034767809382913e+01
1.270000000000000000e+02,-7.112837399999999377e+01,4.234656300000000329e+01,4.393199285075961313e+01
1.280000000000000000e+02,-7.108496999999999844e+01,4.236245699999999914e+01,1.669107559308403665e+02
1.290000000000000000e+02,-7.111820099999999911e+01,4.236983200000000238e+01,4.616307757885763863e+01
1.300000000000000000e+02,-7.111402499999999804e+01,4.237636899999999684e+01,2.618878899332515786e+01
1.310000000000000000e+02,-7.111368699999999876e+01,4.235695399999999466e+01,4.040832802547772218e+01
1.320000000000000000e+02,-7.111686500000000422e+01,4.237794500000000397e+01,3.005107447506560803e+01
1.330000000000000000e+02,-7.112510699999999986e+01,4.238028700000000271e+01,3.373165698107583665e+01
1.340000000000000000e+02,-7.113051600000000008e+01,4.239782800000000407e+01,3.020833333333333215e+01
1.350000000000000000e+02,-7.110441199999999640e+01,4.237080300000000221e+01,3.566824661439772370e+01
1.360000000000000000e+02,-7.108638799999999947e+01,4.236609500000000139e+01,2.440428324697754903e+01
1.370000000000000000e+02,-7.111908400000000086e+01,4.238799500000000364e+01,2.997854827343200057e+01
1.380000000000000000e+02,-7.111334100000000547e+01,4.238558199999999943e+01,8.535119586296056582e+01
1.390000000000000000e+02,-7.112302400000000091e+01,4.239696899999999857e+01,2.810502787733969043e+01
1.400000000000000000e+02,-7.111270799999999781e+01,4.240014599999999945e+01,2.993821530758225080e+01
1.410000000000000000e+02,-7.111677199999999743e+01,4.240087700000000126e+01,4.396287313432836186e+01
1.420000000000000000e+02,-7.112341299999999933e+01,4.240449000000000268e+01,2.073282961016206727e+01
1.430000000000000000e+02,-7.110942000000000007e+01,4.239081999999999795e+01,2.399100318471337800e+01
1.440000000000000000e+02,-7.112690800000000024e+01,4.240276300000000020e+01,1.741264845605700629e+01
